"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"                Treatment capacity of wastewater treatment plants by RBD "	"env_wwcap_rb"	"dataset"	"05.11.2015"	"05.11.2015"	"2000"	"2013"	
"                Treatment plants by type of treatment and RBD"	"env_wwplt_rb"	"dataset"	"05.11.2015"	"05.11.2015"	"2000"	"2013"	
"                Wastewater generation and discharge by RBD "	"env_wwgen_rb"	"dataset"	"20.01.2016"	"20.01.2016"	"2000"	"2013"	
"            Orchard statistics by production region"	"reg_orch"	"folder"	" "	" "	" "	" "	
"                Total by species (area in ha)"	"orch_total"	"dataset"	"14.07.2014"	"15.10.2014"	"2002"	"2012"	
"                Apple trees by age classes (area in ha)"	"orch_apples1"	"dataset"	"14.07.2014"	"14.07.2014"	"2002"	"2012"	
"                Apple trees by density classes (area in ha)"	"orch_apples2"	"dataset"	"14.07.2014"	"14.07.2014"	"2002"	"2012"	
"                Apple trees by age and density classes (area in ha)"	"orch_apples3"	"dataset"	"14.07.2014"	"14.07.2014"	"2002"	"2012"	
"                Pear trees by age classes (area in ha)"	"orch_pears1"	"dataset"	"14.07.2014"	"15.10.2014"	"2002"	"2012"	
"                Pear trees by density classes (area in ha)"	"orch_pears2"	"dataset"	"14.07.2014"	"15.10.2014"	"2002"	"2012"	
"                Pear trees by age and density classes (area in ha)"	"orch_pears3"	"dataset"	"14.07.2014"	"15.10.2014"	"2002"	"2012"	
"                Peach trees by age classes (area in ha)"	"orch_peach1"	"dataset"	"14.07.2014"	"15.10.2014"	"2012"	"2012"	
"                Peach trees by density classes (area in ha)"	"orch_peach2"	"dataset"	"14.07.2014"	"15.10.2014"	"2012"	"2012"	
"                Peach trees by age and density classes (area in ha)"	"orch_peach3"	"dataset"	"14.07.2014"	"15.10.2014"	"2012"	"2012"	
"                Apricot trees by age classes (area in ha)"	"orch_apricots1"	"dataset"	"14.07.2014"	"15.10.2014"	"2002"	"2012"	
"                Apricot trees by density classes (area in ha)"	"orch_apricots2"	"dataset"	"14.07.2014"	"15.10.2014"	"2002"	"2012"	
"                Apricot trees by age and density classes (area in ha)"	"orch_apricots3"	"dataset"	"14.07.2014"	"15.10.2014"	"2002"	"2012"	
"                Orange trees by age classes (area in ha)"	"orch_oranges1"	"dataset"	"14.07.2014"	"15.10.2014"	"2002"	"2012"	
"                Orange trees by density classes (area in ha)"	"orch_oranges2"	"dataset"	"14.07.2014"	"15.10.2014"	"2002"	"2012"	
"                Orange trees by age and density classes (area in ha)"	"orch_oranges3"	"dataset"	"14.07.2014"	"15.10.2014"	"2002"	"2012"	
"                Lemon and small citus fruit trees by age classes (area in ha)"	"orch_lemons1"	"dataset"	"14.07.2014"	"15.10.2014"	"2002"	"2012"	
"                Lemon and small citus fruit trees by density classes (area in ha)"	"orch_lemons2"	"dataset"	"14.07.2014"	"15.10.2014"	"2002"	"2012"	
"                Lemon and small citus fruit trees by age and density classes (area in ha)"	"orch_lemons3"	"dataset"	"14.07.2014"	"15.10.2014"	"2002"	"2012"	
"                Olive trees by age classes (area in ha)"	"orch_olives1"	"dataset"	"14.07.2014"	"15.10.2014"	"2012"	"2012"	
"                Olive trees by density classes (area in ha)"	"orch_olives2"	"dataset"	"14.07.2014"	"15.10.2014"	"2012"	"2012"	
"                Olive trees by age and density classes (area in ha)"	"orch_olives3"	"dataset"	"28.07.2014"	"15.10.2014"	"2012"	"2012"	
"                Table grape vines by age classes (area in ha)"	"orch_grapes1"	"dataset"	"14.07.2014"	"15.10.2014"	"2012"	"2012"	
"                Table grape vines by density classes (area in ha)"	"orch_grapes2"	"dataset"	"14.07.2014"	"15.10.2014"	"2012"	"2012"	
"                Table grape vines by age and density classes (area in ha)"	"orch_grapes3"	"dataset"	"14.07.2014"	"15.10.2014"	"2012"	"2012"	
"            Vineyard statistics by production region"	"reg_vit"	"folder"	" "	" "	" "	" "	
"                Wine-grower holdings by production"	"vit_t1"	"dataset"	"31.03.2017"	" "	"2015"	"2015"	
"                Main varieties by age group"	"vit_t4"	"dataset"	"31.03.2017"	" "	"2015"	"2015"	
"        Land cover and land use, landscape (LUCAS)"	"lan"	"folder"	" "	" "	" "	" "	
"            Land cover overview"	"lan_lcv_ovw"	"dataset"	"10.07.2017"	"10.07.2017"	"2009"	"2015"	
"            Land covered by artificial surfaces"	"lan_lcv_art"	"dataset"	"10.07.2017"	"10.07.2017"	"2009"	"2015"	
"            Land use overview"	"lan_use_ovw"	"dataset"	"10.07.2017"	"10.07.2017"	"2009"	"2015"	
"        Non EU countries"	"noneu"	"folder"	" "	" "	" "	" "	
"            Southern European Neighbourhood Policy countries (ENP-South)"	"med"	"folder"	" "	" "	" "	" "	
"                Economy and finance"	"med_ec"	"folder"	" "	" "	" "	" "	
"                    Gross domestic product"	"med_ec1"	"dataset"	"28.10.2016"	"29.08.2016"	"2000"	"2015"	
"                    Final consumption expenditure"	"med_ec2"	"dataset"	"28.10.2016"	"29.08.2016"	"2000"	"2015"	
"                    Gross capital formation"	"med_ec3"	"dataset"	"28.10.2016"	"29.08.2016"	"2000"	"2015"	
"                    International trade as a share of GDP"	"med_ec4"	"dataset"	"28.10.2016"	"29.08.2016"	"2000"	"2015"	
"                    Gross value added"	"med_ec5"	"dataset"	"28.10.2016"	"29.08.2016"	"2000"	"2015"	
"                    Balancing items"	"med_ec6"	"dataset"	"28.10.2016"	"29.08.2016"	"2000"	"2015"	
"                    Debts"	"med_ec7"	"dataset"	"28.10.2016"	"29.08.2016"	"2000"	"2015"	
"                    Prices (annual series)"	"med_ec8"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Exchange rates"	"med_ec9"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015M12"	
"                    Balance of payments"	"med_ecbp"	"dataset"	"12.10.2016"	"29.08.2016"	"2000"	"2015"	
"                    International trade by SITC - 1 000 EUR"	"med_ecet"	"dataset"	"29.08.2016"	"10.12.2015"	"2000"	"2015"	
"                    Additional indicators"	"med_ec0"	"dataset"	"28.10.2016"	"29.08.2016"	"2000"	"2015"	
"                Population and social conditions"	"med_ps"	"folder"	" "	" "	" "	" "	
"                    General indicators"	"med_ps111"	"dataset"	"28.10.2016"	"29.08.2016"	"2000"	"2016"	
"                    Population on 1 January by sex and by age group"	"med_ps112"	"dataset"	"28.10.2016"	"12.10.2016"	"2000"	"2016"	
"                    Average population (mid-year)"	"med_ps115"	"dataset"	"28.10.2016"	"05.10.2016"	"2000"	"2015"	
"                    Demographic indicators"	"med_ps12"	"dataset"	"28.10.2016"	"29.08.2016"	"2000"	"2016"	
"                    Literacy"	"med_ps21"	"dataset"	"28.10.2016"	"29.08.2016"	"2000"	"2015"	
"                    General education"	"med_ps22"	"dataset"	"28.10.2016"	"29.08.2016"	"2000"	"2015"	
"                    Higher education"	"med_ps23"	"dataset"	"28.10.2016"	"29.08.2016"	"2000"	"2015"	
"                    Quality of education"	"med_ps24"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Technical and vocational education training (TVET)"	"med_ps25"	"dataset"	"08.12.2014"	"08.12.2014"	"2000"	"2010"	
"                    Public expenditure on education"	"med_ps26"	"dataset"	"08.12.2014"	"08.12.2014"	"2000"	"2010"	
"                    Poverty lines"	"med_ps311"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2014"	
"                    At-risk-of poverty rate"	"med_ps312"	"dataset"	"08.12.2014"	"08.12.2014"	"2000"	"2010"	
"                    Poverty ratio"	"med_ps313"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2014"	
"                    Access to basic services and housing"	"med_ps32"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Communication"	"med_ps33"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Employment"	"med_ps411"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Economic activity"	"med_ps412"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Employment characteristics"	"med_ps413"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Employment and economic activity branches"	"med_ps414"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Unemployment rate"	"med_ps421"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Unemployment rate by education level"	"med_ps422"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Proportion of persons living in jobless households"	"med_ps423"	"dataset"	"08.12.2014"	"08.12.2014"	"2000"	"2010"	
"                    Wages"	"med_ps43"	"dataset"	"08.12.2014"	"08.12.2014"	"2000"	"2010"	
"                Tourism"	"med_to"	"folder"	" "	" "	" "	" "	
"                    Main flows"	"med_to11"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Arrivals by type of accommodation"	"med_to12"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Nights spent by type of accommodation"	"med_to13"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Accommodation establishments"	"med_to21"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Number of bed-places"	"med_to22"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                Agriculture"	"med_ag"	"folder"	" "	" "	" "	" "	
"                    Structural information"	"med_ag1"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Crop production"	"med_ag2"	"dataset"	"29.08.2016"	"10.12.2015"	"2000"	"2015"	
"                    Meat (total production)"	"med_ag31"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Annual production and utilisation of milk on the farm"	"med_ag32"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Livestock in number of heads"	"med_ag33"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Poultry farming"	"med_ag34"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Annual captures of fish - live weight in tonnes - by fishing areas"	"med_ag41"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Annual aquaculture production - live weight in tonnes"	"med_ag42"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Economic accounts for agriculture (EAA)"	"med_ag50"	"dataset"	"10.12.2015"	"05.05.2015"	"2000"	"2013"	
"                    Price indices of agricultural input/output at nominal value (2000 = 100)"	"med_ag51"	"dataset"	"10.12.2015"	"05.12.2014"	"2000"	"2013"	
"                Transport"	"med_tr"	"folder"	" "	" "	" "	" "	
"                    Road infrastructure: lenght of road network"	"med_rd1"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Road equipment: number of road vehicles by categories"	"med_rd2"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Road equipment: number of road vehicles by age"	"med_rd3"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Road equipment: load capacity of lorries"	"med_rd4"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Road equipment: new registrations by categories"	"med_rd5"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Road traffic: road freight transport in volume"	"med_rd6"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2009"	
"                    Road accidents: persons killed"	"med_rd7"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Rail infrastructure: length of network"	"med_ra1"	"dataset"	"07.11.2016"	"29.08.2016"	"2000"	"2015"	
"                    Rail equipment: number of locomotives and passenger railways vehicles"	"med_ra2"	"dataset"	"07.11.2016"	"29.08.2016"	"2000"	"2015"	
"                    Rail equipment: number and capacity of railways vehicles"	"med_ra3"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Rail equipment: number and load capacity of goods transport wagons"	"med_ra4"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Rail passenger and freight traffic"	"med_ra5"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Air transport infrastructure: airports"	"med_air1"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Air transport infrastructure: length of paved runways"	"med_air2"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Air transport equipment: number of aircrafts"	"med_air3"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Air transport traffic: number of aircraft movements"	"med_air4"	"dataset"	"29.08.2016"	"22.09.2016"	"2000"	"2015"	
"                    Air transport traffic: freight and passengers"	"med_air5"	"dataset"	"29.08.2016"	"22.09.2016"	"2000"	"2015"	
"                    Maritime transport infrastructure: ports"	"med_ma1"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Maritime equipment - number of ships of 1 000 grt and over"	"med_ma2"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Maritime equipment - number of ships of 300 grt and over"	"med_ma3"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Maritime equipment - carrying capacity of ships of 1 000 grt and over"	"med_ma4"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Maritime equipment - carrying capacity of ships of 300 grt and over"	"med_ma5"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Maritime traffic: ship movements"	"med_ma6"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    Maritime traffic: passengers and freight"	"med_ma7"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                Environment"	"med_en"	"folder"	" "	" "	" "	" "	
"                    GHG (Green House Gases) emissions"	"med_en1"	"dataset"	"10.12.2015"	"11.03.2016"	"2000"	"2012"	
"                    Air emissions per sector and per gas"	"med_en2"	"dataset"	"28.02.2015"	"06.01.2016"	"2000"	"2012"	
"                    Municipal waste"	"med_en21"	"dataset"	"10.12.2015"	"15.12.2014"	"2000"	"2013"	
"                    Generation of waste by sector"	"med_en22"	"dataset"	"10.12.2015"	"05.05.2015"	"2000"	"2013"	
"                    Composition of municipal waste"	"med_en23"	"dataset"	"10.12.2015"	"15.12.2014"	"2000"	"2013"	
"                    Treatment and disposal facilities"	"med_en24"	"dataset"	"10.12.2015"	"05.05.2015"	"2000"	"2014"	
"                    Management of waste"	"med_en25"	"dataset"	"10.12.2015"	"05.05.2015"	"2000"	"2013"	
"                    Local pollution"	"med_en3"	"dataset"	"10.12.2015"	"08.12.2014"	"2000"	"2013"	
"                    Renewable freshwater resources"	"med_en41"	"dataset"	"10.12.2015"	"15.12.2014"	"2000"	"2012"	
"                    Water use balance"	"med_en42"	"dataset"	"10.12.2015"	"22.01.2015"	"2000"	"2013"	
"                    Freshwater abstraction"	"med_en43"	"dataset"	"10.12.2015"	"15.12.2014"	"2000"	"2012"	
"                    Water supplied and used by economic sectors"	"med_en44"	"dataset"	"10.12.2015"	"15.12.2014"	"2000"	"2013"	
"                    Urban wastewater treatment"	"med_en46"	"dataset"	"10.12.2015"	"08.12.2014"	"2000"	"2012"	
"                    Population connected to Wastewater Treatment"	"med_en47"	"dataset"	"10.12.2015"	"08.12.2014"	"2000"	"2013"	
"                    Protected areas"	"med_en51"	"dataset"	"10.12.2015"	"15.12.2014"	"2000"	"2013"	
"                    Number of known species"	"med_en52"	"dataset"	"10.12.2015"	"15.12.2014"	"2000"	"2013"	
"                    Percentage of threatened species"	"med_en53"	"dataset"	"10.12.2015"	"08.12.2014"	"2000"	"2012"	
"                    Landuse"	"med_en61"	"dataset"	"10.12.2015"	"15.12.2014"	"2000"	"2013"	
"                    Forest and irrigated land"	"med_en62"	"dataset"	"10.12.2015"	"15.12.2014"	"2000"	"2013"	
"                    Erosion"	"med_en63"	"dataset"	"10.12.2015"	"15.12.2014"	"2000"	"2013"	
"                Energy"	"med_eg"	"folder"	" "	" "	" "	" "	
"                    Primary energy production"	"med_eg10"	"dataset"	"28.10.2016"	"29.08.2016"	"2000"	"2015"	
"                    Secondary energy production (transformation) "	"med_eg20"	"dataset"	"28.10.2016"	"29.08.2016"	"2000"	"2015"	
"                    Energy consumption"	"med_eg30"	"dataset"	"28.10.2016"	"29.08.2016"	"2000"	"2015"	
"                    Energy - historical  data (2004-2007, former methodology and source)"	"med_eg_all"	"dataset"	"08.12.2014"	"08.12.2014"	"1990"	"2011"	
"            Candidate countries and potential candidates"	"cpc"	"folder"	" "	" "	" "	" "	
"                Key indicators on EU policy: Structural indicators"	"cpc_si"	"folder"	" "	" "	" "	" "	
"                    Candidate countries and potential candidates: SI - general economic background"	"cpc_sigeb"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                    Candidate countries and potential candidates: SI - employment"	"cpc_siemp"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                    Candidate countries and potential candidates: SI - innovation and research"	"cpc_siinr"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                    Candidate countries and potential candidates: SI - economic reform"	"cpc_siecr"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                    Candidate countries and potential candidates: SI - social cohesion"	"cpc_sisoc"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2016"	
"                    Candidate countries and potential candidates: SI - environment"	"cpc_sienv"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                Economy and finance"	"cpc_ec"	"folder"	" "	" "	" "	" "	
"                    Candidate countries and potential candidates: main economic indicators"	"cpc_ecmain"	"dataset"	"11.10.2016"	"01.10.2015"	"2000"	"2013"	
"                    Candidate countries and potential candidates: GDP and main aggregates"	"cpc_ecnagdp"	"dataset"	"11.10.2016"	"01.10.2015"	"2000"	"2014"	
"                    Candidate countries and potential candidates: annual national accounts -breakdown by branches"	"cpc_ecnabrk"	"dataset"	"11.10.2016"	"01.10.2015"	"2000"	"2014"	
"                    Candidate countries and potential candidates: annual national accounts -breakdown of final consumption expenditure"	"cpc_ecnacoi"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                    Candidate countries and potential candidates: Government statistics"	"cpc_ecgov"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                    Candidate countries and potential candidates: exchange rates and interest rates"	"cpc_ecexint"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                    Candidate countries and potential candidates: monetary and other financial statistics"	"cpc_ecmny"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                    Candidate countries and potential candidates: prices"	"cpc_ecprice"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                    Candidate countries and potential candidates: balance of payments"	"cpc_ecbop"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                Population and social conditions"	"cpc_ps"	"folder"	" "	" "	" "	" "	
"                    Candidate countries and potential candidates: population - demography"	"cpc_psdemo"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2016"	
"                    Candidate countries and potential candidates: education"	"cpc_pseduc"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                    Candidate countries and potential candidates: labour market"	"cpc_pslm"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                    Candidate countries and potential candidates: living conditions"	"cpc_psilc"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                Industry, trade and services"	"cpc_in"	"folder"	" "	" "	" "	" "	
"                    Candidate countries and potential candidates: short-term business statistics"	"cpc_insts"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                    Candidate countries and potential candidates: business demography"	"cpc_insbs"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                    Candidate countries and potential candidates: tourism"	"cpc_intour"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                Agriculture, forestry and fisheries"	"cpc_ag"	"folder"	" "	" "	" "	" "	
"                    Candidate countries and potential candidates: agricultural"	"cpc_agmain"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                    Candidate countries and potential candidates: forestry statistics"	"cpc_agfor"	"dataset"	"11.10.2016"	"01.10.2015"	"2000"	"2014"	
"                    Candidate countries and potential candidates: fisheries"	"cpc_agfish"	"dataset"	"11.10.2016"	"01.10.2015"	"2000"	"2014"	
"                International trade"	"cpc_et"	"folder"	" "	" "	" "	" "	
"                    International trade of EFTA and enlargement countries"	"ext_lt_intercc"	"dataset"	"14.07.2017"	"15.02.2017"	"1995"	"2016"	
"                    Candidate countries and potential candidates: trading partners - flows"	"cpc_etflow"	"dataset"	"11.10.2016"	"11.10.2016"	"2002"	"2015"	
"                    Candidate countries and potential candidates: trading partners - balance"	"cpc_etbal"	"dataset"	"11.10.2016"	"11.10.2016"	"2002"	"2015"	
"                    Macro series for EFTA and enlargement countries (raw data and growth rates)"	"ext_st_eftacc"	"dataset"	"14.07.2017"	"14.07.2017"	"1995M01"	"2017M05"	
"                    Candidate countries and potential candidates: terms of trade"	"cpc_ettot"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                Transport"	"cpc_tr"	"folder"	" "	" "	" "	" "	
"                    Candidate countries and potential candidates: transport"	"cpc_transp"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                Environment and energy"	"cpc_en"	"folder"	" "	" "	" "	" "	
"                    Candidate countries and potential candidates: climate change and waste"	"cpc_enclimwa"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                    Candidate countries and potential candidates: energy"	"cpc_energy"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"                Science, technology, digital society"	"cpc_sc"	"folder"	" "	" "	" "	" "	
"                    Candidate countries and potential candidates: science and technology"	"cpc_scienc"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2014"	
"                    Candidate countries and potential candidates: digital economy and society"	"cpc_inisoc"	"dataset"	"11.10.2016"	"11.10.2016"	"2000"	"2015"	
"            Eastern european neighbourhood policy countries (ENP-East)"	"enpr"	"folder"	" "	" "	" "	" "	
"                Key indicators on EU policy: structural indicators"	"enpr_si"	"folder"	" "	" "	" "	" "	
"                    ENP countries: SI - general economic background"	"enpr_sigeb"	"dataset"	"30.09.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: SI - employment"	"enpr_siemp"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: SI - innovation and research"	"enpr_siinr"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: SI - economic Reform"	"enpr_siecr"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: SI - social cohesion"	"enpr_sisoc"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: SI - environment"	"enpr_sienv"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                Economy and finance"	"enpr_ec"	"folder"	" "	" "	" "	" "	
"                    ENP countries: main economic indicators"	"enpr_ecmain"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: GDP and main aggregates"	"enpr_ecnagdp"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: annual national accounts -breakdown by branches"	"enpr_ecnabrk"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: annual national accounts -breakdown of final consumption expenditure"	"enpr_ecnacoi"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: government statistics"	"enpr_ecgov"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: exchange rates and interest rates"	"enpr_ecexint"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: monetary and other financial statistics"	"enpr_ecmny"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: prices"	"enpr_ecprice"	"dataset"	"30.09.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: balance of payments"	"enpr_ecbop"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                Population and social conditions"	"enpr_ps"	"folder"	" "	" "	" "	" "	
"                    ENP countries: population - demography"	"enpr_psdemo"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2014"	
"                    ENP countries: education"	"enpr_pseduc"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: labour market"	"enpr_pslm"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: living conditions"	"enpr_psilc"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                Industry, trade and services"	"enpr_in"	"folder"	" "	" "	" "	" "	
"                    ENP countries: short-term business statistics"	"enpr_insts"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: tourism"	"enpr_intour"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2014"	
"                Agriculture, forestry and fisheries"	"enpr_ag"	"folder"	" "	" "	" "	" "	
"                    ENP countries: agricultural"	"enpr_agmain"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: forestry statistics"	"enpr_agfor"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2014"	
"                    ENP countries: fisheries"	"enpr_agfish"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2014"	
"                International trade"	"enpr_et"	"folder"	" "	" "	" "	" "	
"                    ENP countries: international trade - main indicators"	"enpr_etmain"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: trading partners - flows"	"enpr_etflow"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: trading partners - balance"	"enpr_etbal"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: trade by commodity (SITC)"	"enpr_etsitc"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: terms of trade"	"enpr_ettot"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                Transport"	"enpr_tr"	"folder"	" "	" "	" "	" "	
"                    ENP countries: transport"	"enpr_transp"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                Energy"	"enpr_en"	"folder"	" "	" "	" "	" "	
"                    ENP countries: energy"	"enpr_energy"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                Science, technology, digital society"	"enpr_sc"	"folder"	" "	" "	" "	" "	
"                    ENP countries: science and technology"	"enpr_scienc"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"                    ENP countries: digital economy and society"	"enpr_inisoc"	"dataset"	"29.08.2016"	"29.08.2016"	"2000"	"2015"	
"    Economy and finance"	"economy"	"folder"	" "	" "	" "	" "	
"        National accounts (ESA 2010)"	"na10"	"folder"	" "	" "	" "	" "	
"            Annual national accounts"	"nama10"	"folder"	" "	" "	" "	" "	
"                Main GDP aggregates"	"nama_10_ma"	"folder"	" "	" "	" "	" "	
"                    GDP and main components (output, expenditure and income)"	"nama_10_gdp"	"dataset"	"13.07.2017"	"13.06.2017"	"1975"	"2016"	
"                    Final consumption aggregates by durability"	"nama_10_fcs"	"dataset"	"13.07.2017"	"12.07.2017"	"1975"	"2016"	
"                    Exports and imports by Member States of the EU/third countries"	"nama_10_exi"	"dataset"	"13.07.2017"	"13.07.2017"	"1975"	"2016"	
"                Auxiliary indicators (population, GDP per capita and productivity)"	"nama_10_aux"	"folder"	" "	" "	" "	" "	
